,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Incomplete_Rides,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images,Booking_Date,Booking_Time,Booking_Month,Total_Revenue,Total_Bookings
1685,CNR4852403475,Success,CID288177,eBike,Peenya,Indiranagar,No,481,UPI,3,3.0,3.1,#NAME?,2024-07-25,05:39:00,7,11148671,20407
1686,CNR9855679187,Success,CID667734,Prime SUV,BTM Layout,Padmanabhanagar,Yes,810,UPI,36,3.2,4.2,#NAME?,2024-07-26,15:30:00,7,11148671,20407
1687,CNR1275746765,Success,CID495746,Prime SUV,Kammanahalli,Hebbal,No,118,UPI,45,3.3,4.5,#NAME?,2024-07-10,13:24:00,7,11148671,20407
1688,CNR7200381295,Success,CID519129,Prime SUV,Rajarajeshwari Nagar,Frazer Town,No,476,Cash,30,4.0,4.7,#NAME?,2024-07-10,09:37:00,7,11148671,20407
1689,CNR6596170729,Canceled by Driver,CID952218,Prime Plus,Koramangala,Frazer Town,,486,,0,,,#NAME?,2024-07-26,04:48:00,7,11148671,20407
1690,CNR8743229892,Success,CID762161,Prime SUV,KR Puram,BTM Layout,No,816,Cash,20,3.2,4.2,#NAME?,2024-07-17,03:52:00,7,11148671,20407
1691,CNR3511171067,Canceled by Customer,CID672958,Prime SUV,Kadugodi,BTM Layout,,321,,0,,,#NAME?,2024-07-05,20:35:00,7,11148671,20407
1692,CNR8758934289,Success,CID301998,Bike,Frazer Town,Hebbal,No,439,Cash,44,4.2,3.5,#NAME?,2024-07-11,08:41:00,7,11148671,20407
1693,CNR7032795857,Success,CID607403,Auto,Padmanabhanagar,Hennur,No,957,UPI,16,4.6,3.2,#NAME?,2024-07-18,03:17:00,7,11148671,20407
1694,CNR5008119771,Success,CID339418,Bike,Majestic,Peenya,No,130,Cash,6,4.6,3.2,#NAME?,2024-07-29,07:27:00,7,11148671,20407
1695,CNR7662523643,Canceled by Driver,CID604396,Prime SUV,Bannerghatta Road,Ulsoor,,137,,0,,,#NAME?,2024-07-18,15:05:00,7,11148671,20407
1696,CNR3500279552,Success,CID458643,Prime SUV,Kammanahalli,Basavanagudi,No,395,Cash,18,4.8,3.2,#NAME?,2024-07-22,13:18:00,7,11148671,20407
1697,CNR1040028686,Success,CID874474,Prime Plus,Kammanahalli,Yeshwanthpur,No,128,Credit Card,46,4.9,4.1,#NAME?,2024-07-16,02:10:00,7,11148671,20407
1698,CNR4210964943,Success,CID834390,Bike,Bellandur,Whitefield,No,267,Cash,41,3.3,3.7,#NAME?,2024-07-21,06:53:00,7,11148671,20407
1699,CNR7345208587,Success,CID300604,Prime Plus,Rajarajeshwari Nagar,Indiranagar,No,152,Cash,31,3.1,3.1,#NAME?,2024-07-10,23:25:00,7,11148671,20407
1700,CNR6488989065,Driver Not Found,CID367915,eBike,Rajarajeshwari Nagar,Richmond Town,,1153,,0,,,#NAME?,2024-07-26,00:48:00,7,11148671,20407
1701,CNR9968121559,Success,CID366272,Auto,BTM Layout,Kadugodi,No,486,Cash,11,4.5,4.0,#NAME?,2024-07-20,10:43:00,7,11148671,20407
1702,CNR9246115840,Success,CID479702,Prime Plus,Richmond Town,Peenya,No,717,Cash,47,3.4,4.4,#NAME?,2024-07-17,09:30:00,7,11148671,20407
1703,CNR9158959128,Driver Not Found,CID448618,Prime Sedan,Hebbal,Banashankari,,414,,0,,,#NAME?,2024-07-24,22:35:00,7,11148671,20407
1704,CNR1598781288,Success,CID635291,Auto,Chickpet,Vijayanagar,No,441,Cash,11,4.1,4.0,#NAME?,2024-07-12,13:51:00,7,11148671,20407
1705,CNR2277209569,Driver Not Found,CID571964,Bike,Yeshwanthpur,Rajajinagar,,476,,0,,,#NAME?,2024-07-01,19:52:00,7,11148671,20407
1706,CNR5215147606,Canceled by Customer,CID403088,Prime SUV,RT Nagar,Bannerghatta Road,,467,,0,,,#NAME?,2024-07-07,05:07:00,7,11148671,20407
1707,CNR3113184644,Success,CID446736,Prime Plus,Basavanagudi,Indiranagar,No,162,UPI,21,3.2,4.3,#NAME?,2024-07-19,10:25:00,7,11148671,20407
1708,CNR7604573265,Canceled by Driver,CID298546,eBike,Koramangala,Nagarbhavi,,184,,0,,,#NAME?,2024-07-22,22:12:00,7,11148671,20407
1709,CNR1902175722,Canceled by Customer,CID126937,Prime SUV,JP Nagar,BTM Layout,,460,,0,,,#NAME?,2024-07-13,10:22:00,7,11148671,20407
1710,CNR2337286602,Canceled by Customer,CID851384,eBike,Nagarbhavi,Basavanagudi,,392,,0,,,#NAME?,2024-07-22,16:16:00,7,11148671,20407
1711,CNR3812819228,Canceled by Customer,CID532494,Prime SUV,Langford Town,Chickpet,,368,,0,,,#NAME?,2024-07-18,23:28:00,7,11148671,20407
1712,CNR9967062411,Success,CID518194,Prime Sedan,Sahakar Nagar,Majestic,No,482,UPI,37,3.4,3.5,#NAME?,2024-07-22,01:24:00,7,11148671,20407
1713,CNR6928801606,Success,CID215470,eBike,Nagarbhavi,Hosur Road,No,359,UPI,41,3.1,4.8,#NAME?,2024-07-25,11:43:00,7,11148671,20407
1714,CNR8887547051,Driver Not Found,CID826019,Auto,Vijayanagar,Padmanabhanagar,,464,,0,,,#NAME?,2024-07-03,03:10:00,7,11148671,20407
1715,CNR8801010699,Canceled by Customer,CID179020,Auto,Shantinagar,Frazer Town,,659,,0,,,#NAME?,2024-07-01,06:45:00,7,11148671,20407
1716,CNR9307551935,Success,CID272526,Prime SUV,Shantinagar,Banashankari,No,336,Cash,1,4.5,3.7,#NAME?,2024-07-25,11:31:00,7,11148671,20407
1717,CNR3721423408,Success,CID841748,Auto,Yeshwanthpur,Kadugodi,No,430,Cash,14,3.1,4.6,#NAME?,2024-07-05,10:06:00,7,11148671,20407
1718,CNR4188491998,Success,CID244593,Prime Plus,Indiranagar,Koramangala,No,337,UPI,19,4.6,4.4,#NAME?,2024-07-23,03:23:00,7,11148671,20407
1719,CNR4684203179,Success,CID760471,Prime SUV,Hennur,Hebbal,No,883,Cash,11,4.9,3.5,#NAME?,2024-07-04,22:00:00,7,11148671,20407
1720,CNR6443801022,Success,CID407267,Prime Sedan,MG Road,Hebbal,No,204,UPI,31,4.1,4.2,#NAME?,2024-07-26,18:47:00,7,11148671,20407
1721,CNR3129276205,Success,CID213270,Auto,Electronic City,Koramangala,No,451,Credit Card,17,4.7,3.5,#NAME?,2024-07-13,13:11:00,7,11148671,20407
1722,CNR5951102569,Success,CID777599,eBike,Shivajinagar,Rajajinagar,No,438,Cash,9,4.5,3.1,#NAME?,2024-07-24,11:08:00,7,11148671,20407
1723,CNR5735421549,Success,CID756518,Prime Plus,Mysore Road,Jayanagar,No,302,Cash,35,4.6,3.4,#NAME?,2024-07-09,14:47:00,7,11148671,20407
1724,CNR1310997133,Canceled by Driver,CID630936,Bike,Yelahanka,Langford Town,,170,,0,,,#NAME?,2024-07-29,23:48:00,7,11148671,20407
1725,CNR6382962442,Success,CID238159,eBike,Shivajinagar,Vijayanagar,No,284,UPI,30,3.3,3.4,#NAME?,2024-07-24,01:22:00,7,11148671,20407
1726,CNR5966666612,Success,CID416090,Prime SUV,Electronic City,Kammanahalli,No,558,UPI,19,4.7,4.5,#NAME?,2024-07-21,19:39:00,7,11148671,20407
1727,CNR8112837408,Success,CID146227,Mini,Malleshwaram,Marathahalli,No,493,Cash,34,4.1,3.5,#NAME?,2024-07-25,18:11:00,7,11148671,20407
1728,CNR1377247188,Success,CID416059,Bike,Majestic,Hulimavu,No,349,UPI,11,4.7,4.3,#NAME?,2024-07-30,14:12:00,7,11148671,20407
1729,CNR7198192150,Canceled by Driver,CID810870,Prime Plus,Tumkur Road,Hennur,,856,,0,,,#NAME?,2024-07-06,18:26:00,7,11148671,20407
1730,CNR6326742644,Canceled by Driver,CID392223,Auto,Shivajinagar,Chamarajpet,,970,,0,,,#NAME?,2024-07-17,08:11:00,7,11148671,20407
1731,CNR4296524286,Driver Not Found,CID604269,Prime SUV,Kammanahalli,Kengeri,,234,,0,,,#NAME?,2024-07-16,15:03:00,7,11148671,20407
1732,CNR2381493290,Canceled by Customer,CID641943,Prime SUV,Hosur Road,Kammanahalli,,858,,0,,,#NAME?,2024-07-30,18:52:00,7,11148671,20407
1733,CNR1493194468,Success,CID376612,eBike,KR Puram,Marathahalli,No,391,Cash,33,4.2,5.0,#NAME?,2024-07-08,07:42:00,7,11148671,20407
1734,CNR8782377897,Success,CID637928,Prime SUV,BTM Layout,Majestic,No,182,Cash,33,3.2,3.3,#NAME?,2024-07-16,12:51:00,7,11148671,20407
1735,CNR9684393759,Canceled by Customer,CID270600,Prime SUV,Kammanahalli,Jayanagar,,891,,0,,,#NAME?,2024-07-02,08:49:00,7,11148671,20407
1736,CNR5333818928,Success,CID770023,Prime SUV,Marathahalli,Sahakar Nagar,No,839,Cash,5,4.5,5.0,#NAME?,2024-07-15,06:23:00,7,11148671,20407
1737,CNR6327417132,Success,CID716042,Mini,Koramangala,Whitefield,No,901,UPI,36,3.2,4.8,#NAME?,2024-07-09,02:38:00,7,11148671,20407
1738,CNR1772132732,Success,CID539702,Bike,Nagarbhavi,Richmond Town,Yes,605,Credit Card,22,4.8,4.3,#NAME?,2024-07-06,03:56:00,7,11148671,20407
1739,CNR9541683406,Success,CID644607,Prime Plus,Indiranagar,Padmanabhanagar,Yes,357,UPI,45,4.3,4.6,#NAME?,2024-07-23,01:49:00,7,11148671,20407
1740,CNR5568332966,Success,CID912993,Prime SUV,Hebbal,Kadugodi,No,628,UPI,40,3.0,3.5,#NAME?,2024-07-21,13:01:00,7,11148671,20407
1741,CNR5071270134,Success,CID877731,Prime SUV,Chickpet,MG Road,No,286,Cash,20,3.9,3.6,#NAME?,2024-07-03,13:18:00,7,11148671,20407
1742,CNR4504472589,Canceled by Customer,CID189166,Prime Sedan,Chamarajpet,Malleshwaram,,480,,0,,,#NAME?,2024-07-24,10:14:00,7,11148671,20407
1743,CNR3204123089,Success,CID865131,Mini,Peenya,HSR Layout,No,444,Cash,38,4.8,3.0,#NAME?,2024-07-02,06:46:00,7,11148671,20407
1744,CNR4816034558,Success,CID810720,eBike,Devanahalli,Marathahalli,No,652,UPI,35,3.5,4.0,#NAME?,2024-07-13,12:44:00,7,11148671,20407
1745,CNR2982785360,Canceled by Driver,CID104136,Bike,Chickpet,Basavanagudi,,457,,0,,,#NAME?,2024-07-16,23:09:00,7,11148671,20407
1746,CNR9586281923,Canceled by Customer,CID126858,Prime Plus,Richmond Town,Ramamurthy Nagar,,313,,0,,,#NAME?,2024-07-02,04:08:00,7,11148671,20407
1747,CNR7809779856,Canceled by Driver,CID628231,Bike,BTM Layout,Malleshwaram,,170,,0,,,#NAME?,2024-07-24,17:58:00,7,11148671,20407
1748,CNR8250688099,Driver Not Found,CID427720,Prime SUV,Richmond Town,Chamarajpet,,343,,0,,,#NAME?,2024-07-18,18:48:00,7,11148671,20407
1749,CNR6408281861,Success,CID474636,eBike,Shantinagar,JP Nagar,No,110,UPI,8,3.7,3.9,#NAME?,2024-07-20,23:04:00,7,11148671,20407
1750,CNR5635114551,Canceled by Driver,CID258811,Bike,Whitefield,JP Nagar,,395,,0,,,#NAME?,2024-07-11,04:32:00,7,11148671,20407
1751,CNR4963489278,Canceled by Driver,CID804600,Prime Sedan,Koramangala,Banashankari,,825,,0,,,#NAME?,2024-07-25,05:43:00,7,11148671,20407
1752,CNR3580396956,Success,CID640219,Prime Plus,Rajarajeshwari Nagar,Langford Town,No,734,Cash,33,3.8,4.4,#NAME?,2024-07-30,07:40:00,7,11148671,20407
1753,CNR5036114629,Success,CID341348,eBike,Basavanagudi,Yelahanka,No,439,UPI,29,3.6,3.7,#NAME?,2024-07-16,13:21:00,7,11148671,20407
1754,CNR9911594372,Success,CID142146,Mini,Chickpet,Koramangala,No,242,UPI,38,3.4,3.0,#NAME?,2024-07-04,15:01:00,7,11148671,20407
1755,CNR7278665695,Success,CID654430,Prime SUV,Hennur,Varthur,No,552,UPI,26,3.2,4.1,#NAME?,2024-07-28,08:41:00,7,11148671,20407
1756,CNR6318281162,Canceled by Customer,CID254612,Prime Sedan,Nagarbhavi,Sarjapur Road,,882,,0,,,#NAME?,2024-07-08,09:13:00,7,11148671,20407
1757,CNR7993017432,Success,CID503070,Prime SUV,Malleshwaram,BTM Layout,No,830,UPI,43,4.5,4.7,#NAME?,2024-07-26,02:41:00,7,11148671,20407
1758,CNR9659738536,Success,CID995769,Mini,Basavanagudi,Mysore Road,No,412,UPI,38,3.7,4.9,#NAME?,2024-07-05,04:54:00,7,11148671,20407
1759,CNR4586354779,Driver Not Found,CID937412,Bike,Shantinagar,Kadugodi,,350,,0,,,#NAME?,2024-07-20,04:15:00,7,11148671,20407
1760,CNR7022860870,Success,CID219295,Prime Plus,Basavanagudi,Sarjapur Road,No,333,UPI,22,3.8,3.8,#NAME?,2024-07-18,01:37:00,7,11148671,20407
1761,CNR1825121100,Success,CID585655,Prime SUV,Banashankari,Cox Town,No,1843,Debit Card,5,3.3,4.4,#NAME?,2024-07-25,02:11:00,7,11148671,20407
1762,CNR9914731208,Driver Not Found,CID995619,Bike,Kengeri,Banashankari,,919,,0,,,#NAME?,2024-07-14,00:31:00,7,11148671,20407
1763,CNR6739378301,Success,CID431368,Auto,Ramamurthy Nagar,Banashankari,No,205,UPI,8,4.4,3.5,#NAME?,2024-07-29,02:13:00,7,11148671,20407
1764,CNR7360853265,Success,CID498676,Bike,Banashankari,Peenya,No,190,Cash,42,4.7,4.9,#NAME?,2024-07-23,23:36:00,7,11148671,20407
1765,CNR1896699131,Success,CID229978,Mini,Majestic,Majestic,No,398,UPI,6,3.7,4.3,#NAME?,2024-07-03,19:38:00,7,11148671,20407
1766,CNR1036001347,Success,CID625428,Auto,Kadugodi,Koramangala,No,311,Cash,1,3.7,4.5,#NAME?,2024-07-13,02:53:00,7,11148671,20407
1767,CNR7435107387,Driver Not Found,CID794004,Bike,BTM Layout,Marathahalli,,901,,0,,,#NAME?,2024-07-18,15:52:00,7,11148671,20407
1768,CNR2897530488,Success,CID961241,Prime SUV,Frazer Town,Kadugodi,No,127,UPI,21,3.8,3.3,#NAME?,2024-07-01,06:37:00,7,11148671,20407
1769,CNR7620784873,Success,CID473314,Prime SUV,Koramangala,Malleshwaram,No,426,UPI,2,5.0,3.8,#NAME?,2024-07-02,13:18:00,7,11148671,20407
1770,CNR4558592751,Success,CID303649,Prime SUV,Whitefield,Shantinagar,No,180,Cash,17,3.3,3.9,#NAME?,2024-07-12,01:21:00,7,11148671,20407
1771,CNR9772522655,Success,CID438102,Auto,Varthur,Richmond Town,No,1513,Cash,9,3.4,4.0,#NAME?,2024-07-29,17:50:00,7,11148671,20407
1772,CNR1262847447,Success,CID435387,Prime Sedan,Shantinagar,Marathahalli,No,921,Cash,47,4.9,4.0,#NAME?,2024-07-03,13:50:00,7,11148671,20407
1773,CNR3072816721,Canceled by Driver,CID453451,Prime Sedan,Ramamurthy Nagar,Frazer Town,,567,,0,,,#NAME?,2024-07-24,15:38:00,7,11148671,20407
1774,CNR4861568111,Success,CID187683,Prime Plus,Malleshwaram,Shantinagar,No,1427,Cash,9,4.5,3.6,#NAME?,2024-07-17,19:52:00,7,11148671,20407
1775,CNR6149275370,Success,CID425855,Bike,RT Nagar,Marathahalli,No,368,UPI,14,3.1,3.5,#NAME?,2024-07-27,16:08:00,7,11148671,20407
1776,CNR6480357257,Success,CID345918,eBike,Indiranagar,HSR Layout,No,358,UPI,18,3.1,4.0,#NAME?,2024-07-20,23:23:00,7,11148671,20407
1777,CNR3668974910,Canceled by Customer,CID315736,eBike,Ulsoor,Langford Town,,222,,0,,,#NAME?,2024-07-27,14:08:00,7,11148671,20407
1778,CNR8158246656,Success,CID572057,Prime Sedan,KR Puram,BTM Layout,No,171,Cash,7,4.5,4.4,#NAME?,2024-07-13,13:01:00,7,11148671,20407
1779,CNR8655871664,Canceled by Customer,CID418596,Prime SUV,Kadugodi,Whitefield,,383,,0,,,#NAME?,2024-07-29,11:57:00,7,11148671,20407
1780,CNR8980883100,Canceled by Driver,CID529264,Auto,Sarjapur Road,Malleshwaram,,761,,0,,,#NAME?,2024-07-08,21:54:00,7,11148671,20407
1781,CNR9936103758,Success,CID890099,Prime Sedan,Yeshwanthpur,Hosur Road,No,260,Cash,19,3.9,3.0,#NAME?,2024-07-13,05:14:00,7,11148671,20407
1782,CNR4679288114,Canceled by Customer,CID290960,eBike,Hebbal,Mysore Road,,1245,,0,,,#NAME?,2024-07-23,14:52:00,7,11148671,20407
1783,CNR5599999670,Canceled by Customer,CID442264,Auto,Marathahalli,JP Nagar,,137,,0,,,#NAME?,2024-07-25,03:43:00,7,11148671,20407
1784,CNR2764987152,Success,CID526863,Prime Sedan,Marathahalli,Sarjapur Road,No,223,Cash,43,4.9,4.8,#NAME?,2024-07-27,19:35:00,7,11148671,20407
1785,CNR4661305592,Success,CID807946,Bike,Chickpet,KR Puram,No,759,Cash,32,3.6,4.4,#NAME?,2024-07-18,10:22:00,7,11148671,20407
1786,CNR1475768676,Driver Not Found,CID121862,eBike,Electronic City,Malleshwaram,,206,,0,,,#NAME?,2024-07-13,17:50:00,7,11148671,20407
1787,CNR2336567574,Canceled by Customer,CID514121,Bike,Chamarajpet,Chickpet,,165,,0,,,#NAME?,2024-07-22,01:56:00,7,11148671,20407
1788,CNR4731086359,Canceled by Customer,CID777681,Mini,KR Puram,RT Nagar,,254,,0,,,#NAME?,2024-07-23,14:21:00,7,11148671,20407
1789,CNR8090491342,Canceled by Driver,CID372487,Prime SUV,Ramamurthy Nagar,Hennur,,276,,0,,,#NAME?,2024-07-30,02:41:00,7,11148671,20407
1790,CNR9127681202,Success,CID436502,Prime SUV,MG Road,Langford Town,No,940,Cash,47,3.4,4.7,#NAME?,2024-07-16,06:18:00,7,11148671,20407
1791,CNR5286354298,Driver Not Found,CID478688,Prime SUV,Mysore Road,Marathahalli,,246,,0,,,#NAME?,2024-07-03,15:04:00,7,11148671,20407
1792,CNR8870734166,Success,CID796019,Prime SUV,Langford Town,MG Road,No,316,Cash,29,3.8,4.4,#NAME?,2024-07-28,16:48:00,7,11148671,20407
1793,CNR1190545889,Success,CID863539,Prime SUV,Bellandur,MG Road,No,468,UPI,33,4.6,4.4,#NAME?,2024-07-02,01:11:00,7,11148671,20407
1794,CNR5636504807,Canceled by Driver,CID425335,Prime Sedan,Yeshwanthpur,JP Nagar,,104,,0,,,#NAME?,2024-07-03,07:02:00,7,11148671,20407
1795,CNR9942371749,Canceled by Customer,CID862608,Prime SUV,RT Nagar,Electronic City,,145,,0,,,#NAME?,2024-07-25,23:09:00,7,11148671,20407
1796,CNR6789090500,Success,CID460944,eBike,Chamarajpet,Indiranagar,No,272,Cash,35,4.7,3.8,#NAME?,2024-07-06,02:12:00,7,11148671,20407
1797,CNR1844854334,Success,CID985324,eBike,Kadugodi,KR Puram,No,239,Cash,16,4.1,3.8,#NAME?,2024-07-09,12:34:00,7,11148671,20407
1798,CNR2246026373,Success,CID122615,Prime Plus,Malleshwaram,Banashankari,No,1757,Cash,30,4.0,3.4,#NAME?,2024-07-19,01:13:00,7,11148671,20407
1799,CNR2243088727,Canceled by Driver,CID549911,Mini,Ulsoor,Marathahalli,,478,,0,,,#NAME?,2024-07-04,08:02:00,7,11148671,20407
1800,CNR7021692251,Success,CID160571,eBike,HSR Layout,Hosur Road,Yes,477,UPI,28,3.7,3.3,#NAME?,2024-07-12,15:58:00,7,11148671,20407
1801,CNR8046778446,Success,CID992207,Prime Plus,Hebbal,Varthur,No,485,Cash,3,4.8,3.6,#NAME?,2024-07-03,06:59:00,7,11148671,20407
1802,CNR5898065640,Canceled by Customer,CID812748,Mini,Kadugodi,Banashankari,,633,,0,,,#NAME?,2024-07-26,13:15:00,7,11148671,20407
1803,CNR6934578961,Canceled by Driver,CID474257,Prime Sedan,Padmanabhanagar,Koramangala,,169,,0,,,#NAME?,2024-07-06,02:38:00,7,11148671,20407
1804,CNR4742862800,Canceled by Driver,CID812893,eBike,Cox Town,Shivajinagar,,2660,,0,,,#NAME?,2024-07-02,00:57:00,7,11148671,20407
1805,CNR4011812519,Canceled by Driver,CID389515,Auto,Vijayanagar,Koramangala,,2985,,0,,,#NAME?,2024-07-11,19:56:00,7,11148671,20407
1806,CNR7887752770,Success,CID385994,Auto,Chamarajpet,Electronic City,No,261,Cash,18,4.1,4.2,#NAME?,2024-07-07,17:58:00,7,11148671,20407
1807,CNR5340020140,Success,CID878182,Prime Plus,Electronic City,Langford Town,No,272,UPI,12,3.4,3.2,#NAME?,2024-07-14,18:25:00,7,11148671,20407
1808,CNR6049297462,Canceled by Driver,CID312040,Prime SUV,Varthur,Bannerghatta Road,,106,,0,,,#NAME?,2024-07-09,16:26:00,7,11148671,20407
1809,CNR6047579059,Canceled by Driver,CID487983,Bike,Whitefield,Rajarajeshwari Nagar,,253,,0,,,#NAME?,2024-07-04,13:07:00,7,11148671,20407
1810,CNR4825238196,Success,CID142127,Prime SUV,Ramamurthy Nagar,Frazer Town,No,386,Cash,27,4.7,3.2,#NAME?,2024-07-28,21:23:00,7,11148671,20407
1811,CNR2080513804,Success,CID559457,Auto,Mysore Road,Yelahanka,No,296,UPI,7,4.8,3.3,#NAME?,2024-07-19,13:12:00,7,11148671,20407
1812,CNR6875488883,Success,CID112362,Prime SUV,Hulimavu,Tumkur Road,No,2912,Cash,9,3.8,3.5,#NAME?,2024-07-25,15:28:00,7,11148671,20407
1813,CNR6546916337,Canceled by Driver,CID335055,Prime Sedan,HSR Layout,Sahakar Nagar,,302,,0,,,#NAME?,2024-07-30,16:53:00,7,11148671,20407
1814,CNR4943582434,Success,CID875751,Auto,Padmanabhanagar,Hennur,No,213,Cash,3,4.4,4.1,#NAME?,2024-07-10,18:56:00,7,11148671,20407
1815,CNR1935207341,Success,CID765079,Auto,Sarjapur Road,Yeshwanthpur,No,782,UPI,7,4.8,4.7,#NAME?,2024-07-13,00:23:00,7,11148671,20407
1816,CNR7637695392,Success,CID296742,Prime Plus,Rajarajeshwari Nagar,Majestic,No,393,Cash,20,3.4,4.4,#NAME?,2024-07-06,02:35:00,7,11148671,20407
1817,CNR7587940086,Success,CID527801,Mini,Nagarbhavi,Rajajinagar,No,876,Cash,28,3.0,3.5,#NAME?,2024-07-25,23:17:00,7,11148671,20407
1818,CNR5540451518,Success,CID132545,eBike,BTM Layout,Frazer Town,No,736,UPI,47,4.9,3.9,#NAME?,2024-07-04,10:29:00,7,11148671,20407
1819,CNR8036988689,Success,CID600892,Auto,Basavanagudi,Marathahalli,No,126,Cash,18,3.1,4.6,#NAME?,2024-07-21,16:41:00,7,11148671,20407
1820,CNR1143241219,Canceled by Customer,CID366966,Auto,JP Nagar,Sarjapur Road,,333,,0,,,#NAME?,2024-07-27,08:57:00,7,11148671,20407
1821,CNR5006774010,Success,CID376690,Prime Sedan,Rajarajeshwari Nagar,Kammanahalli,Yes,584,UPI,27,4.8,4.0,#NAME?,2024-07-18,18:31:00,7,11148671,20407
1822,CNR6969506417,Driver Not Found,CID671295,eBike,BTM Layout,Vijayanagar,,450,,0,,,#NAME?,2024-07-09,12:10:00,7,11148671,20407
1823,CNR9944707233,Canceled by Driver,CID477805,eBike,Nagarbhavi,Yelahanka,,178,,0,,,#NAME?,2024-07-22,10:45:00,7,11148671,20407
1824,CNR9159336322,Success,CID416459,Mini,Tumkur Road,Cox Town,No,1941,Cash,2,3.4,4.4,#NAME?,2024-07-08,00:07:00,7,11148671,20407
1825,CNR1187188822,Success,CID318396,Prime Sedan,Chamarajpet,Indiranagar,No,224,UPI,40,4.6,3.8,#NAME?,2024-07-25,00:59:00,7,11148671,20407
1826,CNR8073310798,Canceled by Driver,CID543568,eBike,Bannerghatta Road,KR Puram,,471,,0,,,#NAME?,2024-07-07,03:21:00,7,11148671,20407
1827,CNR8317837479,Success,CID641650,Auto,Ramamurthy Nagar,MG Road,No,185,Cash,12,4.9,4.1,#NAME?,2024-07-02,22:56:00,7,11148671,20407
1828,CNR1736142323,Driver Not Found,CID574531,Prime Sedan,Ramamurthy Nagar,Varthur,,260,,0,,,#NAME?,2024-07-16,08:47:00,7,11148671,20407
1829,CNR2209478454,Canceled by Driver,CID894189,Prime Plus,Bellandur,Yelahanka,,460,,0,,,#NAME?,2024-07-24,02:50:00,7,11148671,20407
1830,CNR9193307603,Success,CID492602,Prime Sedan,Kadugodi,Sahakar Nagar,No,302,UPI,48,3.4,3.5,#NAME?,2024-07-28,06:04:00,7,11148671,20407
1831,CNR2240517451,Success,CID328510,Bike,Frazer Town,Shantinagar,No,2800,Cash,10,4.4,3.7,#NAME?,2024-07-28,06:01:00,7,11148671,20407
1832,CNR7910262142,Canceled by Driver,CID753115,Prime Sedan,Cox Town,RT Nagar,,419,,0,,,#NAME?,2024-07-15,01:37:00,7,11148671,20407
1833,CNR2816415852,Canceled by Driver,CID981115,Prime Sedan,Magadi Road,Richmond Town,,192,,0,,,#NAME?,2024-07-16,13:41:00,7,11148671,20407
1834,CNR3642679371,Canceled by Driver,CID936755,Prime SUV,Nagarbhavi,Rajajinagar,,151,,0,,,#NAME?,2024-07-18,15:56:00,7,11148671,20407
1835,CNR3457555408,Success,CID552797,eBike,KR Puram,Ramamurthy Nagar,No,824,Cash,45,4.0,4.7,#NAME?,2024-07-27,02:12:00,7,11148671,20407
1836,CNR4983819214,Success,CID610966,Mini,RT Nagar,Jayanagar,No,332,UPI,29,3.9,3.4,#NAME?,2024-07-27,03:22:00,7,11148671,20407
1837,CNR5860880213,Success,CID131585,Mini,Frazer Town,Basavanagudi,No,140,Cash,29,3.2,3.9,#NAME?,2024-07-08,09:07:00,7,11148671,20407
1838,CNR9802988890,Success,CID362481,Auto,Electronic City,Marathahalli,No,180,UPI,17,3.2,4.1,#NAME?,2024-07-18,12:24:00,7,11148671,20407
1839,CNR2338846461,Success,CID240659,Prime Sedan,Chamarajpet,RT Nagar,No,1902,UPI,11,3.1,4.1,#NAME?,2024-07-28,10:00:00,7,11148671,20407
1840,CNR5054235536,Success,CID365002,Prime SUV,Varthur,MG Road,No,345,UPI,48,4.9,3.2,#NAME?,2024-07-22,23:10:00,7,11148671,20407
1841,CNR4363784843,Success,CID164088,Prime Plus,Yelahanka,Hulimavu,No,359,Cash,4,4.3,3.9,#NAME?,2024-07-09,15:14:00,7,11148671,20407
1842,CNR3177668878,Canceled by Driver,CID823568,Prime Sedan,Nagarbhavi,Hosur Road,,707,,0,,,#NAME?,2024-07-02,21:17:00,7,11148671,20407
1843,CNR4098008664,Success,CID452997,eBike,Nagarbhavi,Nagarbhavi,No,650,UPI,41,3.9,4.3,#NAME?,2024-07-02,10:48:00,7,11148671,20407
1844,CNR9269456770,Success,CID209961,Auto,Shivajinagar,Yelahanka,No,326,Cash,10,3.5,3.9,#NAME?,2024-07-09,14:38:00,7,11148671,20407
1845,CNR9063412453,Canceled by Customer,CID773023,Mini,Varthur,Richmond Town,,255,,0,,,#NAME?,2024-07-17,05:05:00,7,11148671,20407
1846,CNR8500174051,Success,CID591763,Auto,Mysore Road,Malleshwaram,No,391,Cash,16,4.7,4.9,#NAME?,2024-07-07,06:02:00,7,11148671,20407
1847,CNR3204989897,Driver Not Found,CID453904,Prime SUV,Vijayanagar,Hosur Road,,667,,0,,,#NAME?,2024-07-17,14:10:00,7,11148671,20407
1848,CNR5370636519,Success,CID836988,Prime Sedan,Ulsoor,Mysore Road,No,440,UPI,30,4.9,4.9,#NAME?,2024-07-19,06:07:00,7,11148671,20407
1849,CNR8369726311,Success,CID604612,Mini,Indiranagar,Devanahalli,Yes,167,UPI,33,4.7,3.3,#NAME?,2024-07-28,15:27:00,7,11148671,20407
